query,no,token,pos
전주 여행,12,한옥마을,NNP
전주 여행,12,그리고,MAJ
전주 여행,12,경기전,NNG
전주 여행,12,2011,SN
전주 여행,12,02,SN
전주 여행,12,17,SN
전주 여행,12,06,SN
전주 여행,12,48,SN
전주 여행,12,Hobby,SL
전주 여행,12,Journey,SL
전주 여행,12,작성자,NNG
전주 여행,12,니아,EC
전주 여행,12,https,SL
전주 여행,12,www,SL
전주 여행,12,chamchamtrip,SL
전주 여행,12,com,SL
전주 여행,12,광고,NNG
전주 여행,12,누구,NP
전주 여행,12,즐거운,VA+ETM
전주 여행,12,농촌,NNG
전주 여행,12,참참,NNG
전주 여행,12,단체,NNG
전주 여행,12,숙박,NNG
전주 여행,12,부터,JX
전주 여행,12,이색,NNG
전주 여행,12,체험,NNG
전주 여행,12,까지,JX
전주 여행,12,완비,NNG
전주 여행,13,광장,NNG
전주 여행,13,식당,NNG
전주 여행,13,오래,MAG
전주 여행,13,맛집,NNG
전주 여행,13,거리,NNG
전주 여행,13,백반,NNG
전주 여행,13,오래,MAG
전주 여행,13,맛집,NNG
전주 여행,13,거리,NNG
전주 여행,13,반집,NNG
전주 여행,13,추천,NNG
전주 여행,13,광장,NNG
전주 여행,13,식당,NNG
전주 여행,13,이번,NNG
전주 여행,13,에서,JKB
전주 여행,13,마지막,NNG
전주 여행,13,으로,JKB
전주 여행,13,방문,NNG
전주 여행,13,광장,NNG
전주 여행,13,식당,NNG
전주 여행,13,입니다,VCP+EF
전주 여행,13,이곳,NP
전주 여행,13,광장,NNG
전주 여행,13,식당,NNG
전주 여행,13,시청,NNG
전주 여행,13,근처,NNG
전주 여행,13,백반,NNG
전주 여행,13,으로,JKB
전주 여행,13,오랫동안,NNG
전주 여행,13,사랑,NNG
전주 여행,13,맛집,NNG
전주 여행,14,전라북도,NNP
전주 여행,14,남부,NNG
전주 여행,14,시장,NNG
전주 여행,14,남부,NNG
전주 여행,14,시장,NNG
전주 여행,14,야시장,NNG
전주 여행,14,먹거리,NNG
전주 여행,14,남부,NNG
전주 여행,14,시장,NNG
전주 여행,14,한옥마을,NNP
전주 여행,14,가까이,MAG
전주 여행,14,어서,EC
전주 여행,14,한옥마을,NNP
전주 여행,14,들리,VV
전주 여행,14,주말,NNG
전주 여행,14,야간,NNG
전주 여행,14,사람,NNG
전주 여행,14,명소,NNG
전주 여행,14,하나,NR
전주 여행,14,특히,MAG
전주 여행,14,토요일,NNG
전주 여행,14,열리,VV
전주 여행,14,남부,NNG
전주 여행,14,시장,NNG
전주 여행,14,야시장,NNG
전주 여행,14,삼겹살,NNG
전주 여행,14,김밥,NNG
전주 여행,14,소고기,NNG
전주 여행,15,바람짝,NNG
전주 여행,15,맛집,NNG
전주 여행,15,백반,NNG
전주 여행,15,한정식,NNG
전주 여행,15,전문,NNG
전주 여행,15,한국,NNP
전주 여행,15,식당,NNG
전주 여행,15,바람짝,NNG
전주 여행,15,맛집,NNG
전주 여행,15,백반,NNG
전주 여행,15,한정식,NNG
전주 여행,15,전문,NNG
전주 여행,15,한국,NNP
전주 여행,15,식당,NNG
전주 여행,15,일시,NNG
전주 여행,15,2012,SN
전주 여행,15,03,SN
전주 여행,15,04,SN
전주 여행,15,작성자,NNG
전주 여행,15,바람짝,NNG
전주 여행,15,요리사,NNG
전주 여행,15,지역,NNG
전주 여행,15,맛집,NNG
전주 여행,15,탐방,NNG
전주 여행,15,습니다,EF
전주 여행,15,착한,VA+ETM
전주 여행,15,가격,NNG
전주 여행,15,지인,NNG
전주 여행,15,입소문,NNG
전주 여행,15,통하,VV
전주 여행,16,서울,NNP
전주 여행,16,오리,NNG
전주 여행,16,과자점,NNG
전주 여행,16,객사,NNG
전주 여행,16,한옥마을,NNP
전주 여행,16,서울,NNP
전주 여행,16,오리,NNG
전주 여행,16,과자점,NNG
전주 여행,16,객사,NNG
전주 여행,16,한옥마을,NNP
전주 여행,16,일몽,NNG
전주 여행,16,남노,NNG
전주 여행,16,갈비,NNG
전주 여행,16,고자,NNG
전주 여행,16,퇴근,NNG
전주 여행,16,바로,MAG
전주 여행,16,광주,NNP
전주 여행,16,에서,JKB
전주 여행,16,까지,JX
전주 여행,16,시간,NNG
전주 여행,16,락말락,EC
전주 여행,16,한데,VX+EC
전주 여행,16,우산,NNG
전주 여행,16,어서,EC
전주 여행,16,불안,NNG
전주 여행,16,불안,NNG
전주 여행,16,친구,NNG
전주 여행,16,만나,VV
전주 여행,16,숙소,NNG
전주 여행,17,전북,NNP
전주 여행,17,천리,NNG
전주 여행,17,한옥마을,NNP
전주 여행,17,둘레길,NNP
전주 여행,17,포함,NNG
전주 여행,17,해서,XSV+EC
전주 여행,17,전라북도,NNP
전주 여행,17,각지,NNG
전주 여행,17,볼거리,NNG
전주 여행,17,먹거리,NNG
전주 여행,17,동안,NNG
전주 여행,17,체험,NNG
전주 여행,17,어서,EC
전주 여행,17,혹은,MAJ
전주 여행,17,전북,NNP
전주 여행,17,계획,NNG
전주 여행,17,라면,EC
전주 여행,17,도움,NNG
전주 여행,17,후기,NNG
전주 여행,17,입니다,VCP+EF
전주 여행,17,전라북도,NNP
전주 여행,17,후기,NNG
전주 여행,17,전북,NNP
전주 여행,17,30,SN
전주 여행,17,요약,NNG
전주 여행,17,정리,NNG
전주 여행,18,여름,NNG
전주 여행,18,떠난,VV+ETM
전주 여행,18,With,SL
전주 여행,18,Mom,SL
전주 여행,18,한옥,NNG
전주 여행,18,마을,NNG
전주 여행,18,주차장,NNG
전주 여행,18,정보,NNG
전주 여행,18,상세,NNG
전주 여행,18,한옥마을,NNP
전주 여행,18,한옥마을,NNP
전주 여행,18,소개,NNG
전주 여행,18,체험,NNG
전주 여행,18,콘텐츠,NNG
전주 여행,18,문화,NNG
전주 여행,18,공연,NNG
전주 여행,18,행사,NNG
전주 여행,18,한옥마을,NNP
전주 여행,18,사진,NNG
전주 여행,18,문화,NNG
전주 여행,18,시설,NNG
전주 여행,18,문화,NNG
전주 여행,18,시설,NNG
전주 여행,18,유적지,NNG
전주 여행,18,이색,NNG
전주 여행,18,공간,NNG
전주 여행,18,전통,NNG
전주 여행,18,공예,NNG
전주 여행,18,생활,NNG
전주 여행,18,공예,NNG
전주 여행,18,액세서리,NNG
전주 여행,18,예술,NNG
전주 여행,18,공예,NNG
전주 여행,18,그리고,MAJ
전주 여행,18,체험,NNG
전주 여행,19,생선,NNG
전주 여행,19,구이,NNG
전주 여행,19,본가,NNG
전주 여행,19,조기,NNG
전주 여행,19,매운탕,NNG
전주 여행,19,겸사겸사,MAG
전주 여행,19,도착,NNG
전주 여행,19,해서,XSV+EC
전주 여행,19,조기,NNG
전주 여행,19,매운탕,NNG
전주 여행,19,너무,MAG
전주 여행,19,어서,EC
전주 여행,19,검색,NNG
전주 여행,19,해서,XSV+EC
전주 여행,19,찾아간,VV+ETM
전주 여행,19,생선,NNG
전주 여행,19,바로,MAG
전주 여행,19,주차장,NNG
전주 여행,19,아주,MAG
전주 여행,19,식사,NNG
전주 여행,19,아니,VCN
전주 여행,19,널널,XR
전주 여행,19,실내,NNG
전주 여행,19,단정,XR
전주 여행,19,깨끗,XR
전주 여행,20,봐야,VX+EC
전주 여행,20,비빔밥,NNG
전주 여행,20,맛집,NNG
전주 여행,20,가족,NNG
전주 여행,20,회관,NNG
전주 여행,20,봐야,VX+EC
전주 여행,20,비빔밥,NNG
전주 여행,20,맛집,NNG
전주 여행,20,가족,NNG
전주 여행,20,회관,NNG
전주 여행,20,상담,NNG
전주 여행,20,다가,EC
전주 여행,20,계신,VV+ETM
전주 여행,20,팀원,NNG
전주 여행,20,합류,NNG
전주 여행,20,해서,XSV+EC
전주 여행,20,저녁,NNG
전주 여행,20,으러,EC
전주 여행,20,비빔밥,NNG
전주 여행,20,는데,EC
전주 여행,20,맛집,NNG
전주 여행,20,추천,NNG
전주 여행,20,셔서,EP+EC
전주 여행,20,고고씽,NNP
전주 여행,21,2020,SN
전주 여행,21,08,SN
전주 여행,21,22,SN
전주 여행,21,23,SN
전주 여행,21,다녀왔,VV+EP
전주 여행,21,마이산,NNP
전주 여행,21,휴게소,NNG
전주 여행,21,에서,JKB
전주 여행,21,마이산,NNP
전주 여행,21,배경,NNG
전주 여행,21,으로,JKB
전주 여행,21,덕진,NNP
전주 여행,21,공원,NNG
전주 여행,21,에서,JKB
전주 여행,21,연꽃,NNG
전주 여행,21,텐데,NNB+VCP+EC
전주 여행,21,연꽃,NNG
전주 여행,21,다져서,VV+EC
전주 여행,21,아쉬웠,VV+EP
전주 여행,21,약한,VA+ETM
전주 여행,21,영화,NNG
전주 여행,21,호텔,NNG
전주 여행,21,체크인,NNG
전주 여행,21,맛집,NNG
전주 여행,21,한국,NNP
전주 여행,21,에서,JKB
전주 여행,22,브런치,NNP
전주 여행,22,찾아간,VV+ETM
전주 여행,22,예쁜,VA+ETM
전주 여행,22,카페,NNG
전주 여행,22,투리,NNG
전주 여행,22,스타,NNG
전주 여행,22,turista,SL
전주 여행,22,마지막,NNG
전주 여행,22,오전,NNG
전주 여행,22,부터,JX
전주 여행,22,브런치,NNP
전주 여행,22,너무,MAG
전주 여행,22,아쉽,VA
전주 여행,22,브런치,NNP
전주 여행,22,카페,NNP
전주 여행,22,거의,MAG
전주 여행,22,으나,EC
전주 여행,22,폭풍,NNG
전주 여행,22,검색,NNG
전주 여행,22,으로,JKB
전주 여행,22,찾아낸,VV+ETM
전주 여행,22,브런치,NNP
전주 여행,22,카페,NNG
전주 여행,22,투리,NNG
전주 여행,22,스타,NNG
전주 여행,22,한옥,NNG
전주 여행,22,마을,NNG
전주 여행,22,근처,NNG
전주 여행,22,호텔,NNG
전주 여행,22,아래,NNG
전주 여행,22,한적,XR
전주 여행,22,카페,NNG
전주 여행,23,맛집,NNG
전주 여행,23,교동,NNP
전주 여행,23,시래,NNP
전주 여행,23,시래기,NNG
전주 여행,23,국밥,NNG
전주 여행,23,전문점,NNG
전주 여행,23,옥마,NNP
전주 여행,23,맛집,NNG
전주 여행,23,교동,NNP
전주 여행,23,시래,NNP
전주 여행,23,시래기,NNG
전주 여행,23,국밥,NNG
전주 여행,23,전문점,NNG
전주 여행,23,한옥마을,NNP
전주 여행,23,맛집,NNG
전주 여행,23,한옥마을,NNP
전주 여행,23,아침,NNG
전주 여행,23,식사,NNG
전주 여행,23,시래기,NNG
전주 여행,23,국밥,NNG
전주 여행,23,한옥,NNG
전주 여행,23,마을,NNG
전주 여행,23,에서,JKB
전주 여행,23,아침,NNG
전주 여행,23,11,SN
전주 여행,23,시각,NNG
전주 여행,23,인데,VCP+EC
전주 여행,23,아침,NNG
전주 여행,23,식사,NNG
전주 여행,23,가능,NNG
전주 여행,23,식당,NNG
전주 여행,24,전동성당,NNP
전주 여행,24,입장,NNG
전주 여행,24,시간,NNG
전주 여행,24,오늘,NNG
전주 여행,24,소개,NNG
전주 여행,24,한옥마을,NNP
전주 여행,24,빼놓,VV
전주 여행,24,명소,NNG
전주 여행,24,전동성당,NNP
전주 여행,24,입니다,VCP+EF
전주 여행,24,너무,MAG
전주 여행,24,아름다운,VA+ETM
전주 여행,24,모습,NNG
전주 여행,24,구요,EF
전주 여행,24,288,SN
전주 여행,24,지정,NNG
전주 여행,24,다고,EC
전주 여행,24,합니다,VV+EF
전주 여행,24,그리고,MAJ
전주 여행,24,입장,NNG
전주 여행,24,시간,NNG
전주 여행,24,다녀와야,VV+EC
전주 여행,25,한잔,NNG
전주 여행,25,분위기,NNG
전주 여행,25,구일집,NNP
전주 여행,25,맛집,NNG
전주 여행,25,한옥,NNG
전주 여행,25,한잔,NNG
전주 여행,25,분위기,NNG
전주 여행,25,구일집,NNP
전주 여행,25,Jeonju,SL
전주 여행,25,Hanok,SL
전주 여행,25,Village,SL
전주 여행,25,밥집,NNG
전주 여행,25,술집,NNG
전주 여행,25,일단,MAG
전주 여행,25,맛있,VA
전주 여행,25,으면,EC
전주 여행,25,그걸로,NP+JKB
전주 여행,25,충분,XR
전주 여행,25,한옥마을,NNP
전주 여행,25,맛집,NNG
전주 여행,25,목대,NNG
전주 여행,25,에서,JKB
전주 여행,25,내려와,VV+EC
전주 여행,25,점심,NNG
전주 여행,25,고자,EC
전주 여행,25,이곳저곳,NNG
전주 여행,25,돌아다니,VV
전주 여행,25,발견,NNG
전주 여행,26,풍년제,NNP
전주 여행,26,수제,NNG
전주 여행,26,초코파이,NNP
전주 여행,26,Poongnyun,SL
전주 여행,26,Bakery,SL
전주 여행,26,PNB,SL
전주 여행,26,Bakery,SL
전주 여행,26,Choco,SL
전주 여행,26,Pie,SL
전주 여행,26,에서,JKB
전주 여행,26,봐야,VX+EC
전주 여행,26,초코파이,NNP
전주 여행,26,풍년제,NNP
전주 여행,26,Jeonju,SL
전주 여행,26,Hanok,SL
전주 여행,26,Village,SL
전주 여행,26,PNB,SL
전주 여행,26,Bakery,SL
전주 여행,26,Poongnyun,SL
전주 여행,26,Bakery,SL
전주 여행,26,in,SL
전주 여행,26,Jeonju,SL
전주 여행,26,si,SL
전주 여행,26,우리,NP
전주 여행,26,만든,VV+ETM
전주 여행,26,달달,MAG
전주 여행,26,초코파이,NNP
전주 여행,26,어머,IC
전주 여행,26,이건,NP+JX
전주 여행,26,어야,EC
전주 여행,26,한옥,NNG
전주 여행,26,마을,NNG
전주 여행,26,에서,JKB
전주 여행,26,여럿,NNG
전주 여행,26,보이,VV
전주 여행,27,짜장,MAG
전주 여행,27,맛집,NNG
전주 여행,27,수정관,NNG
전주 여행,27,짜장,MAG
전주 여행,27,강추,NNG
전주 여행,27,먹여,VV+EC
전주 여행,27,줄께,VX+EC
전주 여행,27,중화요리,NNG
전주 여행,27,입니다,VCP+EF
전주 여행,27,인터넷,NNG
전주 여행,27,데프콘,NNP
전주 여행,27,짜장,MAG
전주 여행,27,으로,JKB
전주 여행,27,유명,XR
전주 여행,27,더라고요,EF
전주 여행,27,솔직히,MAG
전주 여행,27,짜장,MAG
전주 여행,27,어디,NP
전주 여행,27,어도,EC
전주 여행,27,배신,NNG
전주 여행,27,없이,MAG
전주 여행,27,맛있,VA
전주 여행,27,습니다,EF
전주 여행,27,여긴,NP+JX
전주 여행,28,알라딘,NNP
전주 여행,28,100,SN
전주 여행,28,자평,NNG
전주 여행,28,레시피,NNG
전주 여행,28,레시피,NNG
전주 여행,28,Happy,SL
전주 여행,28,Travel,SL
전주 여행,28,김주미,NNP
전주 여행,28,지음,NNG
전주 여행,28,즐거운,VA+ETM
전주 여행,28,상상,NNG
전주 여행,28,2013,SN
전주 여행,28,평점,NNG
전주 여행,28,구판,NNG
전주 여행,28,절판,NNG
전주 여행,28,처음,NNG
전주 여행,28,되게,MAG
전주 여행,28,아기자기,MAG
전주 여행,28,해서,VV+EC
전주 여행,28,기대,NNG
전주 여행,28,는데,EC
전주 여행,28,직접,MAG
전주 여행,28,되게,MAG
전주 여행,28,편집,NNG
전주 여행,28,너무,MAG
전주 여행,28,조잡,XR
전주 여행,29,171216,SN
전주 여행,29,17,SN
전주 여행,29,국내,NNG
전주 여행,29,171216,SN
전주 여행,29,17,SN
전주 여행,29,네오,NNP
전주 여행,29,2018,SN
전주 여행,29,10,SN
전주 여행,29,11,SN
전주 여행,29,간식,NNG
전주 여행,29,추억,NNG
전주 여행,29,가게,NNG
전주 여행,29,구경,NNG
전주 여행,29,카카오,NNG
전주 여행,29,캐릭터,NNG
전주 여행,29,달고나,NNP
전주 여행,29,불량,NNG
전주 여행,29,식품,NNG
전주 여행,29,가지,VX
전주 여행,29,나왔,VV+EP
전주 여행,29,여기,NP
전주 여행,29,완자,NNG
전주 여행,29,꼬치,NNG
전주 여행,29,체다,NNP
전주 여행,29,치즈,NNG
전주 여행,29,완자,NNG
전주 여행,29,꼬치,NNG
전주 여행,29,사고,NNG
전주 여행,30,맛집,NNG
전주 여행,30,전북,NNP
전주 여행,30,도청,NNG
전주 여행,30,연남,NNG
전주 여행,30,갈비,NNG
전주 여행,30,추천,NNG
전주 여행,30,맛집,NNG
전주 여행,30,굉장히,MAG
전주 여행,30,은데,EC
전주 여행,30,면서,EC
전주 여행,30,연남,NNG
전주 여행,30,갈비,NNG
전주 여행,30,으러,EC
전주 여행,30,전북,NNP
전주 여행,30,도청,NNG
전주 여행,30,근처,NNG
전주 여행,30,처럼,JKB
전주 여행,30,쌓인,VV+ETM
전주 여행,30,갈비,NNG
전주 여행,30,태극기,NNG
전주 여행,30,꽂혀,VV+EC
전주 여행,30,너무,MAG
전주 여행,30,귀엽,VA
전주 여행,30,갈비,NNG
전주 여행,30,올라가,VV+EC
전주 여행,30,는데,EC
전주 여행,30,너무,MAG
전주 여행,30,부드럽,VA
전주 여행,31,한옥마을,NNP
전주 여행,31,에서,JKB
전주 여행,31,들려,VV+EC
전주 여행,31,아야,EC
전주 여행,31,산책,NNG
전주 여행,31,코스,NNG
전주 여행,31,일차,NNG
전주 여행,31,다가,EC
전주 여행,31,팔자,NNG
전주 여행,31,보너스,NNG
전주 여행,31,시간,NNG
전주 여행,31,이투,NNG
전주 여행,31,케이,NNG
전주 여행,31,에게,JKB
전주 여행,31,주어지,VV
전주 여행,31,이투,NNG
전주 여행,31,케이,NNG
전주 여행,31,에게,JKB
전주 여행,31,주어진,VV+ETM
전주 여행,31,시간,NNG
전주 여행,31,달랑,MAG
전주 여행,31,시간,NNG
전주 여행,31,30,SN
전주 여행,31,산책,NNG
전주 여행,31,시간,NNG
전주 여행,31,투자,NNG
전주 여행,31,백화점,NNG
전주 여행,31,부근,NNG
전주 여행,31,에서,JKB
전주 여행,31,으로,JKB
전주 여행,32,친구,NNG
전주 여행,32,와서,VV+EC
전주 여행,32,한옥마을,NNP
전주 여행,32,텐가,NNB+VCP+EC
전주 여행,32,한옥,NNP
전주 여행,32,일바,NNP
전주 여행,32,새로운,VA+ETM
전주 여행,32,길거리,NNG
전주 여행,32,한옥,NNP
전주 여행,32,레일바이크,NNP
전주 여행,32,사랑,NNG
전주 여행,32,연인,NNG
전주 여행,32,한옥,NNG
전주 여행,32,마을,NNG
전주 여행,32,에서,JKB
전주 여행,32,한복,NNG
전주 여행,32,데이트,NNG
전주 여행,32,즐기,VV
전주 여행,32,다시,MAG
전주 여행,32,아중역,NNP
전주 여행,32,에서,JKB
전주 여행,32,한옥,NNP
전주 여행,32,레일바이크,NNP
전주 여행,32,같이,MAG
전주 여행,32,본다면,VX+EC
전주 여행,32,영원,NNG
전주 여행,32,추억,NNG
전주 여행,32,대한,VV+ETM
전주 여행,33,마전,NNG
전주 여행,33,고분군,NNP
전주 여행,33,서부,NNG
전주 여행,33,신시가지,NNG
전주 여행,33,문학,NNG
전주 여행,33,문화,NNG
전주 여행,33,공간,NNG
전주 여행,33,으로,JKB
전주 여행,33,조성,NNG
전주 여행,33,고분군,NNP
전주 여행,33,모여,VV+EC
전주 여행,33,에서,JKB
전주 여행,33,들려,VV+EC
전주 여행,33,봐야,VX+EC
전주 여행,33,공원,NNG
전주 여행,33,으로,JKB
전주 여행,33,오르,VV
전주 여행,33,오른쪽,NNG
전주 여행,33,계단,NNG
전주 여행,33,으로,JKB
전주 여행,33,입구,NNG
전주 여행,33,바로,MAG
전주 여행,33,이씨,IC
전주 여행,33,조선,NNP
전주 여행,33,이씨,IC
전주 여행,33,문종,NNG
전주 여행,34,알라딘,NNP
전주 여행,34,100,SN
전주 여행,34,자평,NNG
전주 여행,34,레시피,NNG
전주 여행,34,레시피,NNG
전주 여행,34,Happy,SL
전주 여행,34,Travel,SL
전주 여행,34,김주미,NNP
전주 여행,34,지음,NNG
전주 여행,34,즐거운,VA+ETM
전주 여행,34,상상,NNG
전주 여행,34,2013,SN
전주 여행,34,평점,NNG
전주 여행,34,구판,NNG
전주 여행,34,절판,NNG
전주 여행,34,다녀오,VV
전주 여행,34,구입,NNG
전주 여행,34,편집,NNG
전주 여행,34,깔끔,XR
전주 여행,35,후백제,NNG
전주 여행,35,견훤,NNP
전주 여행,35,숨결,NNG
전주 여행,35,느낄,VV+ETM
전주 여행,35,승암,NNG
전주 여행,35,조선,NNP
전주 여행,35,왕조,NNG
전주 여행,35,본향,NNG
전주 여행,35,후백제,NNG
전주 여행,35,도읍지,NNG
전주 여행,35,후백제,NNG
전주 여행,35,견훤,NNP
전주 여행,35,숨결,NNG
전주 여행,35,느낄,VV+ETM
전주 여행,35,동고,NNG
전주 여행,35,동고,NNG
전주 여행,35,완산,NNP
전주 여행,35,그립,NNG
전주 여행,35,군아,NNG
전주 여행,35,유언,NNG
전주 여행,35,남기,VV
전주 여행,35,다는,ETM
전주 여행,35,견훤,NNP
전주 여행,35,도읍,NNG
전주 여행,35,정하,VV
전주 여행,35,사고사,NNG
전주 여행,36,일제,NNG
전주 여행,36,강점기,NNG
전주 여행,36,아픈,VA+ETM
전주 여행,36,역사,NNG
전주 여행,36,흔적,NNG
전주 여행,36,역사,NNG
전주 여행,36,공원,NNG
전주 여행,36,다가,EC
전주 여행,36,공원,NNG
전주 여행,36,완산,NNP
전주 여행,36,오래,NNG
전주 여행,36,역사,NNG
전주 여행,36,공원,NNG
전주 여행,36,그러나,MAJ
전주 여행,36,슬픈,VA+ETM
전주 여행,36,아픈,VA+ETM
전주 여행,36,역사,NNG
전주 여행,36,지니,VV
전주 여행,36,공원,NNG
전주 여행,36,우뚝,MAG
전주 여행,36,다가산,NNG
전주 여행,36,정상,NNG
전주 여행,36,훤히,MAG
전주 여행,36,내려다,VV+EC
전주 여행,36,보이,VV
전주 여행,36,명단,NNG
전주 여행,36,명당,NNG
전주 여행,37,아중,NNG
전주 여행,37,호숫가,NNG
전주 여행,37,소공원,NNG
전주 여행,37,호동,NNG
전주 여행,37,어린이,NNG
전주 여행,37,공원,NNG
전주 여행,37,호동,NNG
전주 여행,37,시민,NNG
전주 여행,37,누구,NP
전주 여행,37,이름,NNG
전주 여행,37,예전,NNG
전주 여행,37,쓰래,NNG
전주 여행,37,매립장,NNG
전주 여행,37,지금,MAG
전주 여행,37,호공,NNP
전주 여행,37,들렸,VV+EP
전주 여행,37,다가,EC
전주 여행,37,오후,NNG
전주 여행,37,시간,NNG
전주 여행,37,시간,NNG
전주 여행,37,들려,VV+EC
전주 여행,37,아중,NNG
전주 여행,37,호수,NNG
전주 여행,37,중리,NNG
전주 여행,37,레일바이크,NNP
전주 여행,37,그리고,MAJ
전주 여행,38,조선,NNP
전주 여행,38,시대,NNG
전주 여행,38,별장,NNG
전주 여행,38,한옥마을,NNP
전주 여행,38,임실,NNP
전주 여행,38,슬치,NNP
전주 여행,38,고개,NNG
전주 여행,38,에서,JKB
전주 여행,38,발원,NNG
전주 여행,38,당과,NNG
전주 여행,38,만나,VV+EC
전주 여행,38,아름다운,VA+ETM
전주 여행,38,경관,NNG
전주 여행,38,만들,VV
전주 여행,38,하나,NR
전주 여행,38,조선,NNP
전주 여행,38,개국,NNG
전주 여행,38,도운,VV+ETM
전주 여행,38,공신,NNG
전주 여행,38,집현전,NNG
전주 여행,38,직제학,NNG
전주 여행,38,지낸,VV+ETM
전주 여행,38,월당,NNG
전주 여행,38,선생,NNG
전주 여행,38,태조,NNG
전주 여행,39,조선왕조실록,NNP
전주 여행,39,피난,NNG
전주 여행,39,수난사,NNG
전주 여행,39,사고,NNG
전주 여행,39,사고,NNG
전주 여행,39,국보,NNG
전주 여행,39,151,SN
전주 여행,39,조선왕조실록,NNP
전주 여행,39,전하,VV
전주 여행,39,보관,NNG
전주 여행,39,위해,VV+EC
전주 여행,39,만들,VV
전주 여행,39,경기,NNG
전주 여행,39,전안,NNG
전주 여행,39,건물,NNG
전주 여행,39,사고,NNG
전주 여행,39,임진왜란,NNG
전주 여행,39,당시,NNG
전주 여행,39,조성,NNG
전주 여행,39,왕조,NNG
전주 여행,39,실록,NNG
전주 여행,39,피신,NNG
전주 여행,39,수난사,NNG
전주 여행,39,한눈,NNG
전주 여행,39,사고,NNG
전주 여행,40,이씨,IC
전주 여행,40,조선,NNP
전주 여행,40,본향,NNG
전주 여행,40,한옥,NNG
전주 여행,40,마을,NNG
전주 여행,40,경기전,NNG
전주 여행,40,진박,NNG
전주 여행,40,이씨,IC
전주 여행,40,조선,NNP
전주 여행,40,본향,NNG
전주 여행,40,한옥마을,NNP
전주 여행,40,한옥마을,NNP
전주 여행,40,전국,NNG
전주 여행,40,에서,JKB
전주 여행,40,제일,MAG
전주 여행,40,유명,XR
전주 여행,40,한옥마을,NNP
전주 여행,40,한옥,NNG
전주 여행,40,마을,NNG
전주 여행,40,경기전,NNG
전주 여행,40,경기,NNG
전주 여행,40,전안,NNG
전주 여행,40,태조,NNP
전주 여행,40,이성계,NNP
전주 여행,40,어진,NNG
전주 여행,40,모시,VV
전주 여행,40,어진,NNG
전주 여행,41,에서,JKB
전주 여행,41,달랑,MAG
전주 여행,41,20,SN
전주 여행,41,산책,NNG
전주 여행,41,추억,NNG
전주 여행,41,일요일,NNG
전주 여행,41,오후,NNG
전주 여행,41,일차,NNG
전주 여행,41,다가,EC
전주 여행,41,팔자,NNG
전주 여행,41,보너스,NNG
전주 여행,41,시간,NNG
전주 여행,41,30,SN
전주 여행,41,이투,NNG
전주 여행,41,케이,NNG
전주 여행,41,에게,JKB
전주 여행,41,주어지,VV
전주 여행,41,트리,NNG
전주 여행,41,시간,NNG
전주 여행,41,보내,VV
전주 여행,41,안성맞춤,NNG
전주 여행,41,산책,NNG
전주 여행,41,시간,NNG
전주 여행,41,투자,NNG
전주 여행,42,180812,SN
전주 여행,42,아이,NNG
전주 여행,42,한옥,NNG
전주 여행,42,마을,NNG
전주 여행,42,으로,JKB
전주 여행,42,산책,NNG
전주 여행,42,군것질,NNG
전주 여행,42,함께,MAG
전주 여행,42,개인,NNG
전주 여행,42,으로,JKB
전주 여행,42,가장,MAG
전주 여행,42,만족,NNG
전주 여행,42,스러웠,XSA+EP
전주 여행,42,마약,NNG
전주 여행,42,육전,NNG
전주 여행,42,추억,NNG
전주 여행,42,남겨줄,VV+EC+VX+ETM
전주 여행,42,사진,NNG
전주 여행,42,조미료,NNG
전주 여행,42,위해,VV+EC
전주 여행,42,한복,NNG
전주 여행,42,대여,NNG
전주 여행,42,헤어,NNG
전주 여행,42,사진,NNG
전주 여행,42,세트,NNG
전주 여행,42,라고,VCP+EC
전주 여행,42,가족,NNG
전주 여행,42,한복,NNG
전주 여행,42,체험,NNG
전주 여행,42,시작,NNG
전주 여행,42,사진관,NNG
전주 여행,42,에서,JKB
전주 여행,42,사진,NNG
전주 여행,42,촬영,NNG
전주 여행,42,마을,NNG
전주 여행,42,투어,NNG
전주 여행,43,친환경,NNG
전주 여행,43,생태,NNG
전주 여행,43,도시,NNG
전주 여행,43,에코,NNP
전주 여행,43,시티,NNG
전주 여행,43,자랑거리,NNG
전주 여행,43,병호,NNP
전주 여행,43,병공,NNG
전주 여행,43,에코,NNP
전주 여행,43,시티,NNG
전주 여행,43,조성,NNG
전주 여행,43,공원,NNG
전주 여행,43,한옥마을,NNP
전주 여행,43,에서,JKB
전주 여행,43,나아가,VV+EC
전주 여행,43,에서,JKB
전주 여행,43,들려,VV+EC
전주 여행,43,코스,NNG
전주 여행,43,이투,NNG
전주 여행,43,케이,NNG
전주 여행,43,손자,NNG
전주 여행,43,에코,NNP
전주 여행,43,시티,NNG
전주 여행,43,자주,MAG
전주 여행,43,들리,VV
전주 여행,43,세병,NNG
전주 여행,43,공원,NNG
전주 여행,44,연꽃,NNG
전주 여행,44,대한민국,NNP
전주 여행,44,연꽃,NNG
전주 여행,44,대표,NNG
전주 여행,44,관광지,NNG
전주 여행,44,덕진,NNP
전주 여행,44,공원,NNG
전주 여행,44,진연,NNG
전주 여행,44,201,SN
전주 여행,44,덕진,NNP
전주 여행,44,공원,NNG
전주 여행,44,코스,NNG
전주 여행,44,에서,JKB
